"practice_code","practice_name","icb_code","icb_name","region","list_size","survey_responses","imd_quintile","rural_urban","phone_difficult_n"
"KYH2423","Practice 3568","Q29","NHS Somerset ICB","South East",6358,339,5,"Urban",84
"UVI4025","Practice 3569","Q50","NHS Dorset ICB","South West",10615,284,2,"Rural",24
"FOM6561","Practice 3570","Q56","NHS Somerset ICB","South East",8456,85,4,"Urban",33
"YGJ8515","Practice 3571","Q90","NHS Somerset ICB","South West",7343,246,3,"Urban",122
"UEW2699","Practice 3572","Q62","NHS Cornwall ICB","North East",2797,181,2,"Urban",93
"VZQ5899","Practice 3573","Q36","NHS Dorset ICB","London",3564,259,5,"Rural",84
"NGA1164","Practice 3574","Q29","NHS Devon ICB","East",3196,211,5,"Urban",57
"SDD7809","Practice 3575","Q29","NHS Somerset ICB","South East",2208,326,1,"Urban",
"VYN6948","Practice 3576","Q29","NHS Devon ICB","East",1484,110,3,"Urban",47
"NBH4373","Practice 3577","Q36","NHS Cornwall ICB","Midlands",3270,172,2,"Urban",50
"UJB7743","Practice 3578","Q89","NHS Devon ICB","South West",12823,396,2,"Rural",114
"VWR8643","Practice 3579","Q90","NHS Dorset ICB","South East",500,159,5,"Rural",38
"YYY4791","Practice 3580","Q89","NHS Somerset ICB","Midlands",11110,179,2,"Urban",56
"GEB2475","Practice 3581","Q31","NHS Dorset ICB","East",13041,114,5,"Rural",19
"DJH3458","Practice 3582","Q22","NHS Cornwall ICB","South East",3949,244,5,"Urban",81
"TGA7523","Practice 3583","Q22","NHS Devon ICB","North West",13431,248,2,"Rural",91
"EPA1695","Practice 3584","Q29","NHS Dorset ICB","South West",10143,189,5,"Urban",94
"RSH8058","Practice 3585","Q22","NHS Cornwall ICB","North East",13178,207,3,"Urban",67
"VKI4388","Practice 3586","Q62","NHS Somerset ICB","Midlands",500,223,4,"Urban",
"ETD3110","Practice 3587","Q20","NHS Cornwall ICB","Midlands",9153,74,1,"Rural",26
"CVM8893","Practice 3588","Q31","NHS Somerset ICB","East",2404,309,3,"Urban",153
"JSU4503","Practice 3589","Q83","NHS Devon ICB","South East",7324,383,4,"Rural",152
"QYW3414","Practice 3590","Q35","NHS Dorset ICB","Midlands",10954,149,3,"Urban",82
"TAS7371","Practice 3591","Q89","NHS Cornwall ICB","North East",8636,205,3,"Urban",53
"JLL1319","Practice 3592","Q50","NHS Somerset ICB","South East",11862,77,5,"Urban",33
"WYQ8094","Practice 3593","Q50","NHS Somerset ICB","North East",9718,284,5,"Rural",84
"SUL4559","Practice 3594","Q29","NHS Cornwall ICB","London",500,240,2,"Urban",79
"UFI8416","Practice 3595","Q66","NHS Dorset ICB","London",7105,350,5,"Rural",25
"DKA6108","Practice 3596","Q90","NHS Devon ICB","East",9782,138,4,"Urban",51
"GLX6419","Practice 3597","Q97","NHS Cornwall ICB","North West",5534,30,1,"Rural",14
"UYD3604","Practice 3598","Q36","NHS Cornwall ICB","South East",15684,134,3,"Urban",29
"JMU2645","Practice 3599","Q83","NHS Devon ICB","North West",12566,287,2,"Urban",
"WQM2455","Practice 3600","Q83","NHS Dorset ICB","South East",500,290,1,"Urban",73
"HLS9464","Practice 3601","Q36","NHS Dorset ICB","South East",5866,386,4,"Rural",76
"OFB7519","Practice 3602","Q94","NHS Somerset ICB","South East",8721,211,2,"Urban",77
"DKZ2760","Practice 3603","Q43","NHS Devon ICB","North West",10149,34,5,"Urban",10
"WGO8161","Practice 3604","Q35","NHS Somerset ICB","East",8037,143,2,"Urban",57
"WLW1669","Practice 3605","Q77","NHS Cornwall ICB","North West",6891,176,4,"Rural",64
"MPN9638","Practice 3606","Q29","NHS Cornwall ICB","East",11719,211,4,"Urban",63
"NHC5875","Practice 3607","Q77","NHS Dorset ICB","Midlands",13028,30,5,"Rural",9
"XKJ3041","Practice 3608","Q50","NHS Cornwall ICB","North East",1231,30,2,"Urban",13
"FDP4384","Practice 3609","Q90","NHS Dorset ICB","London",3988,256,2,"Urban",102
"OKP1479","Practice 3610","Q35","NHS Dorset ICB","Midlands",12957,291,5,"Urban",58
"HKI8863","Practice 3611","Q29","NHS Devon ICB","South West",500,96,2,"Urban",36
"HWC3710","Practice 3612","Q68","NHS Somerset ICB","South East",9891,44,5,"Rural",11
"ZBO4347","Practice 3613","Q77","NHS Devon ICB","South West",18255,144,2,"Urban",45
"YPH6765","Practice 3614","Q62","NHS Dorset ICB","South West",9232,227,2,"Urban",80
"EFC1450","Practice 3615","Q50","NHS Dorset ICB","South West",7164,355,3,"Urban",115
"LEC8536","Practice 3616","Q56","NHS Dorset ICB","South East",13473,257,5,"Urban",101
"FMO7572","Practice 3617","Q68","NHS Dorset ICB","North East",8603,285,1,"Urban",139
"MHO2737","Practice 3618","Q90","NHS Cornwall ICB","South East",7041,153,1,"Urban",59
"IGN4487","Practice 3619","Q62","NHS Cornwall ICB","Midlands",6473,254,4,"Urban",70
"DSF5702","Practice 3620","Q66","NHS Devon ICB","North East",10315,338,5,"Urban",105
"DMS8396","Practice 3621","Q29","NHS Cornwall ICB","South East",5612,230,2,"Urban",90
"JKQ8248","Practice 3622","Q50","NHS Cornwall ICB","East",4526,120,4,"Urban",24
"HQA5738","Practice 3623","Q36","NHS Cornwall ICB","East",4534,35,3,"Rural",8
"WPM3582","Practice 3624","Q94","NHS Devon ICB","South West",8452,77,1,"Urban",33
"IXD4483","Practice 3625","Q68","NHS Cornwall ICB","South East",10505,351,3,"Rural",141
"REO2235","Practice 3626","Q69","NHS Somerset ICB","South East",500,103,2,"Urban",36
"MEY5988","Practice 3627","Q20","NHS Dorset ICB","South West",9874,93,3,"Urban",38
"WZH8406","Practice 3628","Q90","NHS Cornwall ICB","North West",9525,118,1,"Urban",30
"OJN3729","Practice 3629","Q36","NHS Cornwall ICB","North West",12794,283,2,"Urban",67
"UUF8489","Practice 3630","Q77","NHS Somerset ICB","North East",3886,207,3,"Urban",65
"SDP9332","Practice 3631","Q43","NHS Somerset ICB","South West",2328,30,1,"Urban",8
"MIT1557","Practice 3632","Q89","NHS Cornwall ICB","South West",3420,30,3,"Urban",2
"FWT7132","Practice 3633","Q35","NHS Dorset ICB","South East",10475,47,4,"Urban",7
"TXT2632","Practice 3634","Q62","NHS Somerset ICB","East",11713,247,4,"Urban",90
"SRV2473","Practice 3635","Q22","NHS Somerset ICB","London",4586,221,4,"Rural",63
"OCE9508","Practice 3636","Q62","NHS Somerset ICB","South East",15529,192,2,"Urban",86
"PFG1656","Practice 3637","Q36","NHS Somerset ICB","North East",8966,272,3,"Urban",96
"ZNN1501","Practice 3638","Q89","NHS Devon ICB","South West",10466,154,4,"Rural",63
"SZZ2634","Practice 3639","Q31","NHS Dorset ICB","South East",7131,105,2,"Urban",46
"HYH3524","Practice 3640","Q92","NHS Somerset ICB","North West",13563,30,5,"Rural",10
"YCZ6520","Practice 3641","Q43","NHS Somerset ICB","South West",10151,296,3,"Urban",107
"XAB8028","Practice 3642","Q50","NHS Somerset ICB","South West",4785,74,4,"Urban",35
"RFH8211","Practice 3643","Q29","NHS Dorset ICB","Midlands",9021,30,4,"Urban",14
"VWQ4726","Practice 3644","Q66","NHS Somerset ICB","London",8207,144,2,"Urban",65
"MZN5032","Practice 3645","Q66","NHS Somerset ICB","North East",6024,330,2,"Rural",100
"TYB4080","Practice 3646","Q77","NHS Cornwall ICB","East",11264,191,4,"Urban",63
"UEO2176","Practice 3647","Q31","NHS Dorset ICB","London",8515,101,5,"Urban",15
"LLN7036","Practice 3648","Q66","NHS Dorset ICB","South East",11662,134,4,"Rural",46
"RVS8109","Practice 3649","Q20","NHS Cornwall ICB","North West",9174,225,3,"Rural",99
"ZYH6662","Practice 3650","Q92","NHS Dorset ICB","Midlands",4098,299,2,"Urban",112
"YPD4112","Practice 3651","Q92","NHS Cornwall ICB","South West",8944,183,4,"Rural",81
"RTX2818","Practice 3652","Q66","NHS Cornwall ICB","South West",7045,244,5,"Rural",78
"FYT8405","Practice 3653","Q22","NHS Somerset ICB","South East",3125,126,3,"Rural",53
"GTV9645","Practice 3654","Q36","NHS Devon ICB","South East",5855,30,3,"Urban",9
"AXC8014","Practice 3655","Q66","NHS Devon ICB","Midlands",2426,227,2,"Urban",52
"GIL2343","Practice 3656","Q50","NHS Dorset ICB","London",3732,245,4,"Urban",81
"RSN5427","Practice 3657","Q43","NHS Devon ICB","South West",6001,30,3,"Rural",9
"WZK9605","Practice 3658","Q92","NHS Cornwall ICB","East",13615,183,3,"Urban",62
"EYN8755","Practice 3659","Q62","NHS Dorset ICB","South East",9063,367,3,"Rural",121
"UMS6460","Practice 3660","Q56","NHS Somerset ICB","North West",15730,218,1,"Urban",72
"EOJ6429","Practice 3661","Q56","NHS Dorset ICB","East",3875,416,1,"Rural",142
"NFO8416","Practice 3662","Q20","NHS Cornwall ICB","London",9183,285,2,"Urban",93
"OJS8002","Practice 3663","Q29","NHS Cornwall ICB","South East",7097,30,3,"Urban",12
"BKZ4179","Practice 3664","Q62","NHS Somerset ICB","North East",4919,232,4,"Urban",57
"HTT7784","Practice 3665","Q69","NHS Somerset ICB","South East",7479,30,1,"Urban",11
"SDM9079","Practice 3666","Q66","NHS Somerset ICB","Midlands",7006,86,3,"Rural",32
"VLV3105","Practice 3667","Q36","NHS Dorset ICB","Midlands",12853,230,3,"Urban",87
"GKD3842","Practice 3668","Q31","NHS Somerset ICB","South West",7156,222,5,"Rural",71
"KQI5514","Practice 3669","Q36","NHS Devon ICB","South West",500,96,3,"Urban",34
"HCW2929","Practice 3670","Q89","NHS Devon ICB","London",9793,227,2,"Urban",53
"OIA9382","Practice 3671","Q83","NHS Devon ICB","East",7564,247,5,"Urban",52
"HYX1044","Practice 3672","Q43","NHS Somerset ICB","North East",8160,50,1,"Urban",27
"IMA5818","Practice 3673","Q94","NHS Devon ICB","South West",2027,177,4,"Rural",70
"PZE3739","Practice 3674","Q22","NHS Somerset ICB","South East",500,240,2,"Urban",90
"QOH3725","Practice 3675","Q94","NHS Cornwall ICB","Midlands",7225,197,1,"Rural",55
"TXB2778","Practice 3676","Q68","NHS Cornwall ICB","Midlands",6897,235,2,"Urban",
"ENO4231","Practice 3677","Q69","NHS Somerset ICB","North East",11148,104,5,"Urban",36
"FHU3717","Practice 3678","Q77","NHS Dorset ICB","South West",10817,208,4,"Rural",50
"QPD9260","Practice 3679","Q83","NHS Devon ICB","London",3718,139,5,"Urban",33
"NKK7793","Practice 3680","Q92","NHS Somerset ICB","South West",11797,81,4,"Urban",28
"PEE6529","Practice 3681","Q31","NHS Cornwall ICB","North West",7210,303,2,"Urban",93
"XRA1546","Practice 3682","Q90","NHS Devon ICB","North West",5576,221,4,"Urban",99
"AKL7388","Practice 3683","Q90","NHS Dorset ICB","Midlands",7298,334,3,"Urban",143
"XQJ3776","Practice 3684","Q89","NHS Somerset ICB","South East",12381,239,2,"Urban",89
"UKL2921","Practice 3685","Q66","NHS Devon ICB","Midlands",6508,230,3,"Urban",92
"ICY3435","Practice 3686","Q35","NHS Cornwall ICB","Midlands",3552,127,5,"Urban",45
"UVR4903","Practice 3687","Q36","NHS Dorset ICB","North West",12114,236,2,"Urban",73
"YZB5605","Practice 3688","Q35","NHS Devon ICB","South East",4600,74,2,"Urban",22
"GQP8189","Practice 3689","Q94","NHS Cornwall ICB","North East",13150,305,4,"Urban",127
"ELJ9686","Practice 3690","Q36","NHS Cornwall ICB","South West",1838,139,5,"Urban",42
"RHF3182","Practice 3691","Q97","NHS Somerset ICB","East",6736,322,4,"Urban",121
"NPT8504","Practice 3692","Q22","NHS Cornwall ICB","South West",7545,159,5,"Urban",28
"WOC2515","Practice 3693","Q56","NHS Dorset ICB","South East",13252,331,3,"Rural",109
"OMP9686","Practice 3694","Q43","NHS Dorset ICB","London",1359,413,5,"Urban",
"ADX3185","Practice 3695","Q69","NHS Devon ICB","Midlands",15586,320,1,"Urban",145
"VYA8918","Practice 3696","Q94","NHS Cornwall ICB","North East",4746,213,3,"Urban",64
"DPE6844","Practice 3697","Q66","NHS Somerset ICB","North West",500,96,3,"Urban",35
"DJW7065","Practice 3698","Q97","NHS Dorset ICB","North West",9470,149,5,"Urban",35
"TCF6735","Practice 3699","Q35","NHS Dorset ICB","South West",6790,223,1,"Urban",54
"KSM8903","Practice 3700","Q89","NHS Cornwall ICB","South West",6014,242,1,"Urban",73
"XGZ3022","Practice 3701","Q62","NHS Cornwall ICB","North East",5993,146,3,"Rural",
"NAV2290","Practice 3702","Q83","NHS Somerset ICB","South West",7530,232,4,"Urban",50
"IQR1827","Practice 3703","Q97","NHS Cornwall ICB","South West",12606,30,3,"Urban",11
"DWL5804","Practice 3704","Q92","NHS Dorset ICB","South East",5886,194,1,"Rural",70
"KRK7215","Practice 3705","Q56","NHS Somerset ICB","North East",2974,240,3,"Urban",16
"AJB6915","Practice 3706","Q29","NHS Devon ICB","South East",3336,309,2,"Urban",
"VJZ9656","Practice 3707","Q36","NHS Somerset ICB","North West",500,198,3,"Urban",57
"NSL4616","Practice 3708","Q50","NHS Devon ICB","North East",8468,165,3,"Urban",55
"PLL2945","Practice 3709","Q20","NHS Devon ICB","South West",10363,203,3,"Urban",73
"GKJ2882","Practice 3710","Q22","NHS Devon ICB","East",12088,255,1,"Urban",89
"GLT7758","Practice 3711","Q20","NHS Dorset ICB","North West",11445,183,2,"Urban",53
"IIS6675","Practice 3712","Q94","NHS Somerset ICB","South East",579,182,5,"Urban",51
"YJH2950","Practice 3713","Q68","NHS Somerset ICB","South West",5078,186,1,"Urban",58
"EIR9778","Practice 3714","Q20","NHS Somerset ICB","North West",6123,154,5,"Urban",46
"LSO1628","Practice 3715","Q83","NHS Cornwall ICB","East",4984,93,3,"Urban",36
"UXN5470","Practice 3716","Q68","NHS Dorset ICB","South East",8191,377,3,"Urban",135
"XDE4304","Practice 3717","Q69","NHS Devon ICB","North West",6763,315,5,"Urban",100
"CMA3625","Practice 3718","Q43","NHS Somerset ICB","East",7036,30,3,"Urban",14
"BOK9796","Practice 3719","Q83","NHS Devon ICB","London",11092,256,4,"Urban",63
"LRO2025","Practice 3720","Q89","NHS Cornwall ICB","South East",13900,47,3,"Urban",12
"JKD9704","Practice 3721","Q62","NHS Cornwall ICB","East",17382,108,5,"Rural",39
"NFO5723","Practice 3722","Q97","NHS Somerset ICB","London",7881,380,3,"Rural",121
"RZZ1401","Practice 3723","Q35","NHS Devon ICB","South West",8609,375,4,"Urban",135
"LJE2142","Practice 3724","Q31","NHS Somerset ICB","South East",11372,206,3,"Urban",68
"NXL6558","Practice 3725","Q22","NHS Devon ICB","London",5895,125,3,"Urban",37
"FIM4026","Practice 3726","Q77","NHS Dorset ICB","South East",3912,381,5,"Urban",97
"SCH5471","Practice 3727","Q66","NHS Cornwall ICB","London",4610,187,3,"Urban",71
"DGK8698","Practice 3728","Q68","NHS Somerset ICB","South East",5481,344,5,"Rural",137
"OYW4320","Practice 3729","Q29","NHS Cornwall ICB","South West",11779,252,5,"Urban",75
"OJV3989","Practice 3730","Q22","NHS Somerset ICB","South East",8075,173,3,"Rural",31
"PEV6935","Practice 3731","Q22","NHS Cornwall ICB","South East",5817,76,3,"Urban",24
"ZVP2200","Practice 3732","Q31","NHS Somerset ICB","London",10221,320,3,"Urban",62
"WMA7802","Practice 3733","Q77","NHS Dorset ICB","South West",9243,180,2,"Rural",54
"DBN8988","Practice 3734","Q90","NHS Dorset ICB","North East",3925,255,3,"Urban",56
"JSY9481","Practice 3735","Q89","NHS Cornwall ICB","North East",14450,179,5,"Urban",42
"WOL5362","Practice 3736","Q31","NHS Dorset ICB","London",7277,204,2,"Rural",102
"ZIL1150","Practice 3737","Q90","NHS Dorset ICB","North West",11476,297,5,"Urban",89
"WYO8969","Practice 3738","Q89","NHS Cornwall ICB","South East",12583,74,1,"Urban",31
"QEI7411","Practice 3739","Q66","NHS Somerset ICB","Midlands",12645,397,3,"Urban",125
"MIZ2100","Practice 3740","Q66","NHS Devon ICB","Midlands",6459,248,2,"Urban",89
"ZUC6590","Practice 3741","Q89","NHS Somerset ICB","South West",7843,58,1,"Urban",25
"BCQ7288","Practice 3742","Q66","NHS Cornwall ICB","East",3599,185,2,"Rural",61
"LPO5680","Practice 3743","Q66","NHS Cornwall ICB","North East",1507,342,2,"Rural",113
"TND7685","Practice 3744","Q31","NHS Dorset ICB","South West",2747,180,1,"Rural",47
"WST1550","Practice 3745","Q68","NHS Devon ICB","North West",14348,156,5,"Urban",42
"CBD1931","Practice 3746","Q89","NHS Cornwall ICB","South West",11452,249,1,"Urban",78
"IQG8803","Practice 3747","Q66","NHS Dorset ICB","East",5561,187,1,"Urban",61
"EEV8165","Practice 3748","Q22","NHS Somerset ICB","South East",3652,282,5,"Rural",100
"JKU8038","Practice 3749","Q62","NHS Somerset ICB","North West",7012,229,1,"Urban",101
"WXD7052","Practice 3750","Q94","NHS Devon ICB","North West",817,72,4,"Urban",24
"VJQ8254","Practice 3751","Q97","NHS Dorset ICB","South West",4729,211,2,"Urban",77
"YSU4709","Practice 3752","Q83","NHS Devon ICB","North East",500,194,3,"Urban",66
"JRG8474","Practice 3753","Q35","NHS Somerset ICB","East",531,225,5,"Urban",78
"LOR7473","Practice 3754","Q89","NHS Somerset ICB","London",6158,113,1,"Urban",53
"GHT4818","Practice 3755","Q66","NHS Somerset ICB","South East",9313,125,1,"Urban",63
"GBU3076","Practice 3756","Q90","NHS Dorset ICB","South East",2832,282,1,"Urban",107
"YUF9170","Practice 3757","Q62","NHS Devon ICB","South West",8315,126,4,"Rural",51
"BAA6984","Practice 3758","Q66","NHS Cornwall ICB","Midlands",1194,76,1,"Urban",33
"PLU4717","Practice 3759","Q66","NHS Somerset ICB","North East",5699,176,1,"Urban",27
"ABY5355","Practice 3760","Q29","NHS Somerset ICB","North West",8762,308,2,"Urban",148
"TFJ9892","Practice 3761","Q89","NHS Cornwall ICB","Midlands",12348,142,5,"Rural",61
"SZZ2715","Practice 3762","Q97","NHS Cornwall ICB","South West",9889,225,1,"Rural",85
"ISC1436","Practice 3763","Q35","NHS Somerset ICB","South East",7714,30,3,"Rural",15
"YXB7487","Practice 3764","Q22","NHS Cornwall ICB","East",4252,257,4,"Urban",121
"JAZ2324","Practice 3765","Q50","NHS Somerset ICB","North West",500,123,2,"Rural",55
"HST2584","Practice 3766","Q22","NHS Cornwall ICB","North West",7865,306,2,"Rural",117
"OHQ8846","Practice 3767","Q50","NHS Dorset ICB","Midlands",12816,244,1,"Urban",104
"XIM6613","Practice 3768","Q56","NHS Dorset ICB","London",8144,276,5,"Urban",101
"KDH5669","Practice 3769","Q50","NHS Dorset ICB","South East",10665,217,2,"Urban",59
"QSE2180","Practice 3770","Q43","NHS Devon ICB","East",8415,423,4,"Urban",208
"CSJ6710","Practice 3771","Q83","NHS Cornwall ICB","Midlands",6647,361,2,"Urban",132
"FPQ2197","Practice 3772","Q22","NHS Dorset ICB","South West",9151,66,1,"Rural",27
"TCX9419","Practice 3773","Q92","NHS Devon ICB","Midlands",15407,238,3,"Urban",88
"EGO4801","Practice 3774","Q92","NHS Cornwall ICB","East",7758,30,1,"Urban",13
"SHW9859","Practice 3775","Q22","NHS Dorset ICB","Midlands",2082,231,5,"Urban",66
"LPK5301","Practice 3776","Q35","NHS Cornwall ICB","East",7369,196,3,"Urban",85
"ZFF8271","Practice 3777","Q36","NHS Dorset ICB","East",500,272,5,"Rural",114
"LHC3345","Practice 3778","Q92","NHS Somerset ICB","South West",4825,181,3,"Rural",64
"RGO4375","Practice 3779","Q43","NHS Somerset ICB","North West",9335,161,5,"Urban",62
"WHP5863","Practice 3780","Q20","NHS Cornwall ICB","Midlands",6405,278,5,"Urban",49
"DVF6777","Practice 3781","Q77","NHS Devon ICB","London",6162,314,1,"Urban",148
"BVW2371","Practice 3782","Q89","NHS Somerset ICB","South West",10892,132,4,"Urban",35
"NYM8701","Practice 3783","Q50","NHS Devon ICB","South West",10701,193,5,"Urban",50
"AGD4508","Practice 3784","Q50","NHS Cornwall ICB","East",7393,177,3,"Rural",33
"IJL4649","Practice 3785","Q94","NHS Cornwall ICB","North East",5910,213,1,"Rural",83
"RSO6910","Practice 3786","Q22","NHS Devon ICB","East",7368,241,4,"Urban",82
"KGD3630","Practice 3787","Q50","NHS Cornwall ICB","South East",12285,417,1,"Urban",197
"QQU7705","Practice 3788","Q56","NHS Cornwall ICB","South West",4117,78,4,"Rural",35
"AMH7454","Practice 3789","Q62","NHS Dorset ICB","Midlands",6792,165,3,"Urban",43
"KWO3687","Practice 3790","Q68","NHS Devon ICB","London",8048,30,5,"Urban",8
"OQN3741","Practice 3791","Q89","NHS Cornwall ICB","North West",9692,346,3,"Urban",95
"BQT8424","Practice 3792","Q68","NHS Devon ICB","North East",12957,450,3,"Urban",155
"LBE8014","Practice 3793","Q50","NHS Dorset ICB","North East",7264,33,4,"Urban",10
"NWX8194","Practice 3794","Q62","NHS Somerset ICB","North East",3669,185,2,"Urban",51
"OCJ4594","Practice 3795","Q56","NHS Dorset ICB","North West",12755,86,2,"Rural",27
"AAY5866","Practice 3796","Q50","NHS Cornwall ICB","North East",9346,303,3,"Urban",141
"CUZ4237","Practice 3797","Q68","NHS Dorset ICB","London",1701,270,5,"Urban",74
"VWN2540","Practice 3798","Q89","NHS Somerset ICB","South West",3381,199,3,"Urban",37
"RBB5032","Practice 3799","Q97","NHS Cornwall ICB","North West",12807,363,1,"Urban",128
"EMO8471","Practice 3800","Q90","NHS Cornwall ICB","London",10732,367,2,"Rural",175
"EVU9949","Practice 3801","Q66","NHS Dorset ICB","South East",11752,194,3,"Rural",57
"HUO3739","Practice 3802","Q20","NHS Somerset ICB","North East",8853,280,5,"Urban",94
"JUH3299","Practice 3803","Q89","NHS Cornwall ICB","South West",2065,285,1,"Urban",70
"JIE9830","Practice 3804","Q43","NHS Somerset ICB","Midlands",8182,267,2,"Urban",101
"DJV3040","Practice 3805","Q90","NHS Cornwall ICB","South East",3225,96,2,"Urban",44
